local_id,split,raw_tile_index,num_buildings_labeled,num_buildings_unclassified,p0_no_damage,p1_minor,p2_major,p3_destroyed,S_real,L_bucket
186,train,185,24,1,1.0,0.0,0.0,0.0,0.0,0
189,train,188,10,0,0.0,0.0,1.0,0.0,2.0,2
190,train,189,4,0,0.0,0.25,0.75,0.0,1.75,2
191,train,190,29,5,1.0,0.0,0.0,0.0,0.0,0
192,train,191,97,0,1.0,0.0,0.0,0.0,0.0,0
193,train,192,3,0,0.0,0.0,1.0,0.0,2.0,2
194,train,193,10,0,0.5,0.0,0.5,0.0,1.0,1
196,train,195,8,0,0.125,0.0,0.875,0.0,1.75,2
200,train,199,89,1,0.9775280898876404,0.02247191011235955,0.0,0.0,0.02247191011235955,0
211,train,210,3,0,0.0,0.0,1.0,0.0,2.0,2
217,train,216,21,0,0.0,0.0,1.0,0.0,2.0,2
220,train,219,4,0,0.0,0.0,1.0,0.0,2.0,2
225,train,224,27,3,1.0,0.0,0.0,0.0,0.0,0
227,train,226,17,1,1.0,0.0,0.0,0.0,0.0,0
230,train,229,19,1,1.0,0.0,0.0,0.0,0.0,0
232,train,231,10,1,1.0,0.0,0.0,0.0,0.0,0
233,train,232,36,5,1.0,0.0,0.0,0.0,0.0,0
234,train,233,8,0,1.0,0.0,0.0,0.0,0.0,0
245,train,244,8,0,1.0,0.0,0.0,0.0,0.0,0
246,train,245,4,0,0.25,0.75,0.0,0.0,0.75,1
248,train,247,7,0,1.0,0.0,0.0,0.0,0.0,0
252,train,251,23,0,1.0,0.0,0.0,0.0,0.0,0
253,train,252,1,0,0.0,0.0,1.0,0.0,2.0,2
256,train,255,2,0,0.0,0.0,1.0,0.0,2.0,2
257,train,256,11,0,1.0,0.0,0.0,0.0,0.0,0
260,train,259,11,0,0.0,0.0,1.0,0.0,2.0,2
261,train,260,29,0,0.9655172413793104,0.0,0.034482758620689655,0.0,0.06896551724137931,0
264,train,263,1,0,0.0,0.0,1.0,0.0,2.0,2
265,train,264,5,0,0.8,0.2,0.0,0.0,0.2,0
267,train,266,2,0,0.0,0.0,1.0,0.0,2.0,2
270,train,269,4,0,0.0,0.0,1.0,0.0,2.0,2
273,train,272,26,2,1.0,0.0,0.0,0.0,0.0,0
274,train,273,24,0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.16666666666666666,0
275,train,274,9,0,1.0,0.0,0.0,0.0,0.0,0
278,train,277,14,0,1.0,0.0,0.0,0.0,0.0,0
279,train,278,27,3,1.0,0.0,0.0,0.0,0.0,0
280,train,279,13,0,1.0,0.0,0.0,0.0,0.0,0
283,train,282,3,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2
285,train,284,17,0,1.0,0.0,0.0,0.0,0.0,0
286,train,285,10,0,1.0,0.0,0.0,0.0,0.0,0
294,train,293,54,1,1.0,0.0,0.0,0.0,0.0,0
299,train,298,26,0,1.0,0.0,0.0,0.0,0.0,0
301,train,300,17,2,1.0,0.0,0.0,0.0,0.0,0
303,train,302,9,2,1.0,0.0,0.0,0.0,0.0,0
304,train,303,8,2,1.0,0.0,0.0,0.0,0.0,0
305,train,304,14,0,1.0,0.0,0.0,0.0,0.0,0
307,train,306,35,0,0.9714285714285714,0.02857142857142857,0.0,0.0,0.02857142857142857,0
309,train,308,17,0,0.8235294117647058,0.17647058823529413,0.0,0.0,0.17647058823529413,0
310,train,309,23,1,1.0,0.0,0.0,0.0,0.0,0
311,train,310,19,0,0.8947368421052632,0.0,0.0,0.10526315789473684,0.3157894736842105,0
313,train,312,11,0,1.0,0.0,0.0,0.0,0.0,0
314,train,313,25,3,0.96,0.0,0.04,0.0,0.08,0
315,train,314,5,0,1.0,0.0,0.0,0.0,0.0,0
316,train,315,3,0,1.0,0.0,0.0,0.0,0.0,0
317,train,316,26,0,1.0,0.0,0.0,0.0,0.0,0
320,train,319,3,0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,1
321,train,320,11,0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0
325,train,324,2,0,0.5,0.5,0.0,0.0,0.5,1
326,train,325,42,0,0.8095238095238095,0.023809523809523808,0.16666666666666666,0.0,0.3571428571428571,0
329,train,328,15,0,1.0,0.0,0.0,0.0,0.0,0
330,train,329,5,0,0.0,0.0,1.0,0.0,2.0,2
331,train,330,16,2,1.0,0.0,0.0,0.0,0.0,0
332,train,331,34,0,1.0,0.0,0.0,0.0,0.0,0
334,train,333,1,0,1.0,0.0,0.0,0.0,0.0,0
335,train,334,11,0,0.36363636363636365,0.6363636363636364,0.0,0.0,0.6363636363636364,1
336,train,335,58,0,1.0,0.0,0.0,0.0,0.0,0
337,train,336,11,0,1.0,0.0,0.0,0.0,0.0,0
338,train,337,13,0,1.0,0.0,0.0,0.0,0.0,0
339,train,338,11,0,1.0,0.0,0.0,0.0,0.0,0
341,train,340,22,0,1.0,0.0,0.0,0.0,0.0,0
342,train,341,3,2,0.0,0.6666666666666666,0.0,0.3333333333333333,1.6666666666666665,2
345,train,344,9,0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.6666666666666666,1
346,train,345,3,0,1.0,0.0,0.0,0.0,0.0,0
347,train,346,108,0,1.0,0.0,0.0,0.0,0.0,0
348,train,347,10,0,1.0,0.0,0.0,0.0,0.0,0
350,train,349,32,27,1.0,0.0,0.0,0.0,0.0,0
351,train,350,43,0,1.0,0.0,0.0,0.0,0.0,0
354,train,353,13,0,0.9230769230769231,0.07692307692307693,0.0,0.0,0.07692307692307693,0
356,train,355,35,0,1.0,0.0,0.0,0.0,0.0,0
357,train,356,6,0,1.0,0.0,0.0,0.0,0.0,0
358,train,357,31,0,1.0,0.0,0.0,0.0,0.0,0
360,train,359,28,1,0.8214285714285714,0.03571428571428571,0.14285714285714285,0.0,0.3214285714285714,0
361,train,360,111,0,1.0,0.0,0.0,0.0,0.0,0
362,train,361,6,0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,1.3333333333333333,1
363,train,362,6,0,1.0,0.0,0.0,0.0,0.0,0
366,train,365,8,0,0.875,0.125,0.0,0.0,0.125,0
367,train,366,8,0,0.0,0.125,0.875,0.0,1.875,2
369,train,368,11,0,0.8181818181818182,0.18181818181818182,0.0,0.0,0.18181818181818182,0
370,train,369,4,0,0.0,0.0,1.0,0.0,2.0,2
371,train,370,12,0,1.0,0.0,0.0,0.0,0.0,0
372,train,371,15,0,1.0,0.0,0.0,0.0,0.0,0
373,train,372,38,0,1.0,0.0,0.0,0.0,0.0,0
375,train,374,112,0,0.9732142857142857,0.017857142857142856,0.0,0.008928571428571428,0.04464285714285714,0
377,train,376,22,0,1.0,0.0,0.0,0.0,0.0,0
380,train,379,5,0,0.2,0.0,0.8,0.0,1.6,2
381,train,380,28,0,0.75,0.17857142857142858,0.0,0.07142857142857142,0.39285714285714285,0
382,train,381,7,0,0.0,0.14285714285714285,0.8571428571428571,0.0,1.857142857142857,2
383,train,382,19,0,0.0,0.0,1.0,0.0,2.0,2
388,train,387,58,0,1.0,0.0,0.0,0.0,0.0,0
389,train,388,8,0,0.0,0.0,1.0,0.0,2.0,2
391,train,390,7,0,0.0,0.14285714285714285,0.8571428571428571,0.0,1.857142857142857,2
393,train,392,9,0,1.0,0.0,0.0,0.0,0.0,0
394,train,393,8,0,1.0,0.0,0.0,0.0,0.0,0
395,train,394,5,0,0.0,0.0,1.0,0.0,2.0,2
396,train,395,20,0,0.0,0.0,1.0,0.0,2.0,2
398,train,397,27,0,1.0,0.0,0.0,0.0,0.0,0
399,train,398,28,0,1.0,0.0,0.0,0.0,0.0,0
400,train,399,35,0,1.0,0.0,0.0,0.0,0.0,0
402,train,401,6,0,0.0,0.0,1.0,0.0,2.0,2
405,train,404,18,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.1111111111111111,0
406,train,405,31,0,1.0,0.0,0.0,0.0,0.0,0
407,train,406,33,0,1.0,0.0,0.0,0.0,0.0,0
408,train,407,15,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666665,2
409,train,408,77,0,0.8831168831168831,0.012987012987012988,0.1038961038961039,0.0,0.2207792207792208,0
410,train,409,31,0,0.25806451612903225,0.0967741935483871,0.6451612903225806,0.0,1.3870967741935483,1
411,train,410,19,0,0.0,0.0,1.0,0.0,2.0,2
412,train,411,32,0,0.40625,0.0,0.59375,0.0,1.1875,1
415,train,414,3,0,0.0,0.0,1.0,0.0,2.0,2
417,train,416,57,0,0.9649122807017544,0.03508771929824561,0.0,0.0,0.03508771929824561,0
419,train,418,105,0,1.0,0.0,0.0,0.0,0.0,0
420,train,419,6,0,0.0,0.0,1.0,0.0,2.0,2
421,train,420,8,0,0.75,0.0,0.25,0.0,0.5,1
424,train,423,2,0,0.0,0.0,1.0,0.0,2.0,2
425,train,424,5,0,1.0,0.0,0.0,0.0,0.0,0
426,train,425,17,0,0.8823529411764706,0.0,0.11764705882352941,0.0,0.23529411764705882,0
427,train,426,80,0,1.0,0.0,0.0,0.0,0.0,0
428,train,427,1,0,0.0,0.0,1.0,0.0,2.0,2
429,train,428,42,0,0.0,0.0,1.0,0.0,2.0,2
432,train,431,1,0,0.0,0.0,1.0,0.0,2.0,2
434,train,433,61,0,0.0,0.0,1.0,0.0,2.0,2
436,train,435,10,0,0.9,0.1,0.0,0.0,0.1,0
437,train,436,16,0,0.0,0.0,1.0,0.0,2.0,2
438,train,437,13,0,0.0,0.0,1.0,0.0,2.0,2
439,train,438,7,0,0.0,0.0,1.0,0.0,2.0,2
442,train,441,11,0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0
443,train,442,63,0,0.0,0.031746031746031744,0.9682539682539683,0.0,1.9682539682539684,2
444,train,443,11,0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.9090909090909091,1
445,train,444,15,0,0.9333333333333333,0.0,0.06666666666666667,0.0,0.13333333333333333,0
446,train,445,8,0,0.0,0.0,1.0,0.0,2.0,2
447,train,446,8,0,0.25,0.125,0.625,0.0,1.375,1
450,train,449,27,0,0.14814814814814814,0.14814814814814814,0.7037037037037037,0.0,1.5555555555555556,2
451,train,450,23,0,0.0,0.0,1.0,0.0,2.0,2
453,train,452,19,0,0.15789473684210525,0.0,0.8421052631578947,0.0,1.6842105263157894,2
454,train,453,8,0,0.0,0.0,1.0,0.0,2.0,2
455,train,454,20,0,0.0,0.1,0.9,0.0,1.9000000000000001,2
456,train,455,21,0,1.0,0.0,0.0,0.0,0.0,0
458,train,457,4,0,0.0,0.0,1.0,0.0,2.0,2
460,train,459,56,0,0.017857142857142856,0.05357142857142857,0.9285714285714286,0.0,1.9107142857142858,2
461,train,460,9,0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.3333333333333333,1
462,train,461,12,0,0.0,0.0,1.0,0.0,2.0,2
463,train,462,27,0,0.0,0.0,1.0,0.0,2.0,2
465,train,464,8,0,0.0,0.0,1.0,0.0,2.0,2
468,train,467,62,3,1.0,0.0,0.0,0.0,0.0,0
470,train,469,1,0,0.0,0.0,1.0,0.0,2.0,2
471,train,470,18,0,0.0,0.0,1.0,0.0,2.0,2
473,train,472,29,1,0.6206896551724138,0.1724137931034483,0.20689655172413793,0.0,0.5862068965517242,1
474,train,473,35,0,0.8285714285714286,0.02857142857142857,0.14285714285714285,0.0,0.3142857142857143,0
475,train,474,6,0,1.0,0.0,0.0,0.0,0.0,0
476,train,475,35,0,0.2,0.0,0.0,0.8,2.4000000000000004,2
477,train,476,8,0,0.0,0.0,1.0,0.0,2.0,2
478,train,477,12,0,0.9166666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0
479,train,478,31,0,0.9354838709677419,0.0,0.06451612903225806,0.0,0.12903225806451613,0
482,train,481,15,0,0.0,0.0,1.0,0.0,2.0,2
483,train,482,4,1,0.0,0.0,1.0,0.0,2.0,2
485,train,484,9,0,0.0,0.0,1.0,0.0,2.0,2
486,train,485,66,0,0.0,0.0,1.0,0.0,2.0,2
487,train,486,1,0,0.0,1.0,0.0,0.0,1.0,1
491,train,490,23,0,0.7391304347826086,0.0,0.2608695652173913,0.0,0.5217391304347826,1
493,train,492,4,0,0.0,0.0,1.0,0.0,2.0,2
494,train,493,3,0,0.0,0.0,1.0,0.0,2.0,2
495,train,494,18,0,0.05555555555555555,0.2777777777777778,0.6666666666666666,0.0,1.6111111111111112,2
497,train,496,1,0,0.0,0.0,1.0,0.0,2.0,2
498,train,497,4,0,0.0,0.0,0.0,1.0,3.0,3
501,train,500,7,1,0.0,0.0,1.0,0.0,2.0,2
502,train,501,3,0,0.0,0.0,1.0,0.0,2.0,2
505,train,504,2,0,0.0,0.0,1.0,0.0,2.0,2
507,train,506,8,1,0.0,0.0,1.0,0.0,2.0,2
509,train,508,11,1,0.0,0.0,0.9090909090909091,0.09090909090909091,2.090909090909091,2
511,train,510,30,0,0.9666666666666667,0.0,0.0,0.03333333333333333,0.1,0
513,train,512,5,1,1.0,0.0,0.0,0.0,0.0,0
514,train,513,4,0,0.0,0.0,1.0,0.0,2.0,2
515,train,514,4,0,0.0,0.0,1.0,0.0,2.0,2
516,train,515,10,0,1.0,0.0,0.0,0.0,0.0,0
518,train,517,17,0,0.8823529411764706,0.0,0.11764705882352941,0.0,0.23529411764705882,0
523,train,522,25,0,0.88,0.0,0.12,0.0,0.24,0
524,train,523,1,0,0.0,1.0,0.0,0.0,1.0,1
527,train,526,1,0,0.0,1.0,0.0,0.0,1.0,1
528,train,527,16,0,0.9375,0.0,0.0625,0.0,0.125,0
530,train,529,19,0,0.9473684210526315,0.0,0.05263157894736842,0.0,0.10526315789473684,0
534,train,533,2,0,1.0,0.0,0.0,0.0,0.0,0
537,train,536,5,0,0.0,1.0,0.0,0.0,1.0,1
538,train,537,17,4,0.9411764705882353,0.0,0.0,0.058823529411764705,0.1764705882352941,0
539,train,538,1,2,0.0,1.0,0.0,0.0,1.0,1
541,train,540,1,0,1.0,0.0,0.0,0.0,0.0,0
546,train,545,22,0,1.0,0.0,0.0,0.0,0.0,0
20,test,19,158,1,1.0,0.0,0.0,0.0,0.0,0
30,test,29,5,0,0.0,0.0,0.2,0.8,2.8000000000000003,3
47,test,46,155,0,0.9935483870967742,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0
77,test,76,7,2,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,1.1428571428571428,1
78,test,77,32,0,1.0,0.0,0.0,0.0,0.0,0
83,test,82,3,0,0.0,0.0,1.0,0.0,2.0,2
88,test,87,58,0,1.0,0.0,0.0,0.0,0.0,0
93,test,92,11,0,0.0,0.0,1.0,0.0,2.0,2
96,test,95,39,2,1.0,0.0,0.0,0.0,0.0,0
114,test,113,26,0,0.0,0.0,1.0,0.0,2.0,2
118,test,117,10,2,1.0,0.0,0.0,0.0,0.0,0
120,test,119,10,0,0.0,0.0,1.0,0.0,2.0,2
126,test,125,4,0,0.0,0.0,1.0,0.0,2.0,2
128,test,127,4,0,0.0,0.0,1.0,0.0,2.0,2
129,test,128,1,0,0.0,0.0,1.0,0.0,2.0,2
130,test,129,4,0,1.0,0.0,0.0,0.0,0.0,0
132,test,131,4,0,0.0,0.0,1.0,0.0,2.0,2
134,test,133,2,0,0.5,0.0,0.0,0.5,1.5,2
136,test,135,5,0,0.0,0.0,1.0,0.0,2.0,2
142,test,141,8,0,0.0,0.0,1.0,0.0,2.0,2
146,test,145,1,0,0.0,0.0,1.0,0.0,2.0,2
151,test,150,7,0,0.0,0.0,1.0,0.0,2.0,2
153,test,152,6,1,1.0,0.0,0.0,0.0,0.0,0
161,test,160,4,0,0.0,0.0,1.0,0.0,2.0,2
168,test,167,4,0,0.0,0.0,1.0,0.0,2.0,2
170,test,169,81,0,1.0,0.0,0.0,0.0,0.0,0
172,test,171,2,0,0.0,0.0,1.0,0.0,2.0,2
173,test,172,9,0,0.0,0.0,1.0,0.0,2.0,2
174,test,173,37,2,1.0,0.0,0.0,0.0,0.0,0
177,test,176,11,1,1.0,0.0,0.0,0.0,0.0,0
180,test,179,30,0,0.0,0.0,1.0,0.0,2.0,2
185,test,184,72,0,1.0,0.0,0.0,0.0,0.0,0
187,test,186,7,0,0.0,0.0,1.0,0.0,2.0,2
188,test,187,53,2,1.0,0.0,0.0,0.0,0.0,0
197,test,196,103,5,1.0,0.0,0.0,0.0,0.0,0
198,test,197,9,0,0.0,0.0,1.0,0.0,2.0,2
201,test,200,21,0,1.0,0.0,0.0,0.0,0.0,0
205,test,204,3,0,1.0,0.0,0.0,0.0,0.0,0
209,test,208,1,0,0.0,0.0,1.0,0.0,2.0,2
212,test,211,36,0,0.0,0.0,1.0,0.0,2.0,2
216,test,215,12,0,0.5833333333333334,0.4166666666666667,0.0,0.0,0.4166666666666667,0
226,test,225,38,0,1.0,0.0,0.0,0.0,0.0,0
229,test,228,18,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.1111111111111111,0
236,test,235,12,0,1.0,0.0,0.0,0.0,0.0,0
241,test,240,13,0,1.0,0.0,0.0,0.0,0.0,0
250,test,249,11,0,1.0,0.0,0.0,0.0,0.0,0
254,test,253,4,0,1.0,0.0,0.0,0.0,0.0,0
263,test,262,23,0,1.0,0.0,0.0,0.0,0.0,0
266,test,265,48,0,1.0,0.0,0.0,0.0,0.0,0
268,test,267,2,0,0.0,0.0,1.0,0.0,2.0,2
269,test,268,24,0,0.041666666666666664,0.125,0.8333333333333334,0.0,1.7916666666666667,2
277,test,276,4,0,0.0,0.0,1.0,0.0,2.0,2
287,test,286,19,0,1.0,0.0,0.0,0.0,0.0,0
289,test,288,12,1,1.0,0.0,0.0,0.0,0.0,0
293,test,292,11,0,1.0,0.0,0.0,0.0,0.0,0
295,test,294,54,0,1.0,0.0,0.0,0.0,0.0,0
302,test,301,17,0,1.0,0.0,0.0,0.0,0.0,0
308,test,307,12,5,0.9166666666666666,0.0,0.0,0.08333333333333333,0.25,0
318,test,317,27,0,1.0,0.0,0.0,0.0,0.0,0
319,test,318,28,0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.14285714285714285,0
322,test,321,22,0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0
324,test,323,2,0,0.0,0.0,1.0,0.0,2.0,2
327,test,326,24,0,1.0,0.0,0.0,0.0,0.0,0
343,test,342,8,0,1.0,0.0,0.0,0.0,0.0,0
344,test,343,6,0,1.0,0.0,0.0,0.0,0.0,0
364,test,363,5,0,1.0,0.0,0.0,0.0,0.0,0
365,test,364,79,0,0.9873417721518988,0.012658227848101266,0.0,0.0,0.012658227848101266,0
376,test,375,7,0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.42857142857142855,0
378,test,377,83,0,0.9518072289156626,0.04819277108433735,0.0,0.0,0.04819277108433735,0
379,test,378,4,0,0.0,0.0,1.0,0.0,2.0,2
385,test,384,42,0,0.0,0.0,1.0,0.0,2.0,2
387,test,386,8,0,0.0,0.0,1.0,0.0,2.0,2
397,test,396,10,0,0.0,0.0,1.0,0.0,2.0,2
401,test,400,11,0,0.0,0.0,1.0,0.0,2.0,2
416,test,415,5,0,0.0,0.0,1.0,0.0,2.0,2
422,test,421,30,0,1.0,0.0,0.0,0.0,0.0,0
435,test,434,2,0,0.0,0.5,0.5,0.0,1.5,2
449,test,448,15,0,0.0,0.0,1.0,0.0,2.0,2
457,test,456,7,0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.7142857142857142,1
467,test,466,4,0,0.0,0.0,1.0,0.0,2.0,2
469,test,468,10,0,0.1,0.7,0.2,0.0,1.1,1
472,test,471,1,0,0.0,0.0,1.0,0.0,2.0,2
481,test,480,14,0,0.0,0.0,1.0,0.0,2.0,2
484,test,483,13,0,0.7692307692307693,0.23076923076923078,0.0,0.0,0.23076923076923078,0
489,test,488,30,0,0.0,0.0,1.0,0.0,2.0,2
492,test,491,10,0,0.1,0.9,0.0,0.0,0.9,1
508,test,507,8,0,0.0,0.0,1.0,0.0,2.0,2
510,test,509,10,0,0.9,0.0,0.1,0.0,0.2,0
520,test,519,7,0,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857142,1
536,test,535,16,0,0.9375,0.0,0.0625,0.0,0.125,0
544,test,543,6,0,1.0,0.0,0.0,0.0,0.0,0
545,test,544,3,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,1
